No.,COD DANE DEPTO,DEPARTAMENTO UBICACION DISTRITO,COD DANE MUNICIPIO,MUNICIPIO UBICACION DISTRITO,MUNICIPIOS INFLUENCIA DISTRITO,VEREDA O CORREGIMIENTO,NOMBRE DEL DISTRITO,NOMBRE ASOCIACIÓN DE USUARIOS,NÚMERO ID ASOCIACIÓN,ESCALA DISTRITO,TIPO DE DISTRITO,DISTRITO EN OPERACION (S_N),AREA BRUTA -HA,AREA NETA INICIAL (beneficiada con ADT) - HA,NUMERO FAMILIAS,PRINCIPALES CULTIVOS,CONDICIÓN  JURIDICA DISTRITO,PROPIEDAD,ESTADO DE LA PROPIEDAD,RECURSOS CONSTRUCCIÓN,ADMINISTRADOR,NOMBRE FUENTE HIDRICA,SUBZONA HIDRICA,CAR,CONCESION AGUAS (S_N),NÚMERO CONCESIÓN,CAUDAL CONCESIÓN - LPS,FECHA CONCESIÓN,VIGENCIA CONCESIÓN,LONGITUD,LATITUD,OBSERVACIONES,POLIGONO DE AREA
629,66,RISARALDA,"66,318",GUATICA,GUATICA,"LAS LOMAS, OSPIRMA Y OSPIRMA BAJO","LAS LOMAS, OSPIRMA Y OSPIRMA BAJO",ASOSPIRMA,632,Pequeña,Riego,NO,100,100,66,"Cebolla Junca, Cilantro, Tomate, Lechuga, Granadilla, Pimentón, Café, Plátano, Mora, Habichuela, Hortalizas, Frutas",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Quebrada Río Frío, Quebrada La Suiza",Rio Risaralda,CARDER,SI,,,,,75° 52.115' W,5° 19.485' N,Programa Servicios Complementarios 2013.,NO
630,66,RISARALDA,"66,001",PEREIRA,PEREIRA,"VISTA HERMOSA, LA COLONIA, EL RINCÓN, LA BELLA",LA BELLA,ASOLABELLA,630,Pequeña,Riego,SI,95,95,75,"Cebolla Larga, Cilantro, Fresa, Habichuela, Tomate de Árbol, Granadilla, Mora, Lulo, Hortalizas, Flores, Pastos, Aguacate Hass, Tomate",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Consota,Rio Otun y otros directos al Cauca,CARDER,SI,,,,,75° 46.262' W,4° 48.829' N,Programa Servicios Complementarios 2013.,NO
631,66,RISARALDA,"66,001",PEREIRA,PEREIRA,"LA PALMA, NARANJAL, BETANIA",LA PALMA,ASOLAPALMA,"1,309",Pequeña,Riego,NO,55,55,50,"Mora y Tomate de Árbol, Pastos",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio La Vieja,CARDER,NO,,,,,75° 42.929' W,4° 47.860' N,"Programa Servicios Complementarios 2013. Segun Informacion del Programa Servicios Complementarios 2013, el Distritos dejo de funcionar hace 20 Anos.",NO
632,66,RISARALDA,"66,594",QUINCHIA,QUINCHIA,"EL CEIBAL, LA PERLA, LLANADAS",CAÑÓN DE OPIRAMA,ASOCAÑON DE OPIRAMA,628,Pequeña,Riego,SI,60,60,22,"Cacao, Café, Caña Panelera, Frutales, Yuca, Fríjol",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Piedras,Rio Frio y Otros Directos al Cauca,CARDER,SI,,,,,75° 42.011' W,5° 19.126' N,Programa Servicios Complementarios 2014.,NO
633,66,RISARALDA,"66,682",SANTA ROSA DE CABAL,SANTA ROSA DE CABAL,"LIBARE, LA LAGUNA, PORVENIR, SAN JOSÉ, LA BANANERA, LA SUIZA, EL BOSQUE, PLAN DE MANZANO, MANZANO ALTO, LA FLORIDA, CEDRALITO, LA MARÍA",CUENCA MEDIA DEL RÍO OTÚN,ASOFLORIDA,"1,280",Pequeña,Riego,NO,78,78,32,"Cebolla Larga, Cilantro, Habichuela, Arveja, Tomate, Aguacate",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Rio Otun y otros directos al Cauca,CARDER,NO,,,,,75° 38.837' W,4° 53.444' N,"Tramite de Personeria Juridica ante el INCODER. Pendiente Concepto del Ministerio de los Modelos de Estatutos , Programa Servicios Complementarios 2013.",NO
634,68,SANTANDER,"68,077",BARBOSA,BARBOSA,PEÑABLANCA Y POZO NEGRO,ACO PEÑABLANCA Y POZO NEGRO,APEBLAPON,635,Pequeña,Riego,NO,110,110,230,"Tomate, Guayaba, Pastos",Público,ADR,Legalizado,Públicos,ADR,,Rio Suarez,CAS,SI,,,,,73° 38.597' W,5° 58.191' N,"Mayo-2018: La ADR realizó visita verificnado que el distrito no esta operando y por consiguiente no esta cumpliendo con sus funciones, el Distrito ingresa el proceso para darlo de baja. 
Estatutos actualizados. POZO PROFUNDO, NO FUNCIONA, No esta en operacion. La infraestructura existente en el distrito comprende: motobombas electricas, tanques de almacenamiento y de reparto lo mismo que tuberia de diferentes diametros y calibres. La infraestructura de conduccion comprende motobombas electricas, tanques de almacenamiento y de reparto, al igual que tuberia de diferentes diametros y calibres.",SI
635,68,SANTANDER,"68,079",BARICHARA,BARICHARA,BUTAREGUA,BUTAREGUA,ASURIBUTAREGUA,651,Pequeña,Riego,NO,84,84,70,"Fríjol, Maíz, Yuca",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada El Nacimiento,Rio Suarez,CAS,NO,,,,,73° 13.048' W,6° 38.462' N,,NO
636,68,SANTANDER,"68,081",BARRANCABERMEJA,BARRANCABERMEJA,,CAMPO GALA,ASURIGALA,657,Pequeña,Riego,NO,56,56,28,"Patilla, Sorgo, Yuca",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Ciénaga Guadalito,Rio Sogamoso,CAS,NO,,,,,73° 53.000' W,7° 7.112' N,,NO
638,68,SANTANDER,"68,152",CARCASI,CARCASI,"MONTONERA, SAUCARA",MONTONERA SAUCARA,ASOSAUCARA,644,Pequeña,Riego,NO,92,92,46,"Fríjol, Maíz, Trigo, Tabaco, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Supari,Rio Chicamocha,CAS,NO,,,,,72° 36.047' W,6° 37.376' N,,NO
639,68,SANTANDER,"68,152",CARCASI,CARCASI,"PETEQUERA, ASTILLAL",PETAQUERA ASTILLAL,ASURIPAS,663,Pequeña,Riego,SI,68,68,47,"Papa, Frijol, Pastos, Maíz, Trigo, Haba, Alverja",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Petaquera,Rio Chicamocha,CAS,SI,,,,,72° 37.094' W,6° 36.198' N,Concesion de Aguas Vigente por 5 Anos; Programa Servicios Complementarios 2013 - Informe Final.,NO
640,68,SANTANDER,"68,152",CARCASI,CARCASI,VICTARIGUA SECTOR CRUZ GRANDE Y RINCONADA,VICTARIGUA,ASURILVICTA,661,Pequeña,Riego,SI,43,43,43,"Maíz, Arveja, Papa, Frijol, Pastos, Trigo",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada El Bosque,Rio Chicamocha,CAS,SI,,,,,72° 36.178' W,6° 39.011' N,Programa Servicios Complementarios 2013 - Informe Final.,NO
641,68,SANTANDER,"68,162",CERRITO,CERRITO,"EL BANCO, HUMALA",EL BANCO - HUMALA,ASURIPARBANC,662,Pequeña,Riego,SI,60,60,27,"Papa, Ajo, Zanahoria, Trigo, Cebada, Frutales, Habas, Cebolla, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Humedal La Piñuela, Quebrada Aguablanca",Rio Chicamocha,CAS,NO,,,,,72° 41.588' W,6° 52.463' N,Programa Servicios Complementarios 2014.,NO
642,68,SANTANDER,"68,162",CERRITO,CERRITO,PLATERA ALTA SECTOR SIBERIA,CARBONERA,ASURICARBONERA,652,Pequeña,Riego,SI,84,84,42,"Papa, Ajo, Cebada, Trigo, Avena, Pastos",Privado,Asociación,Propio,Otros,Asociación de Usuarios,"Humedal La Carbonera, Paramo del Almorzadero",Rio Chicamocha,CAS,NO,,,,,72° 41.335' W,6° 50.685' N,"Personeria Juridica en Tramitea ante el Incoder, Programa Servicios Complementarios 2014. Numero de Familias tomado de documentos 2015.",NO
643,68,SANTANDER,"68,162",CERRITO,CERRITO,TULI - SECTOR HATICO,HATICO,ASURATICO,646,Pequeña,Riego,SI,80,80,44,"Ajo, Cebolla, Papa, Pastos, Uchuva, Fresa, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Tulí Según SC Quebrada Las Trazas,Rio Chicamocha,CAS,SI,,,,,72° 43.816' W,6° 51.653' N,Programa Servicios Complementarios 2014.,NO
644,68,SANTANDER,"68,162",CERRITO,CERRITO,LA PLATERA ALTA,PLATERA,LA PLATERA,"1,281",Pequeña,Riego,SI,41,41,41,"Ajo, Papa, Zanahoria, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Carbonera,Rio Chicamocha,CAS,NO,,,,,72° 39.365' W,6° 51.458' N,Programa Servicios Complementarios 2014. Excluido por ser acueducto Veredal .,NO
645,68,SANTANDER,"68,162",CERRITO,CERRITO,TINAGA,TINAGA,ASOTINAGA,645,Pequeña,Riego,SI,32,32,32,"Papa, Ajo, Pastos, Maíz, Alverja, Zanahoria, Fríjol, Ganadería",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada El Blanquiscal,Rio Chicamocha,CAS,SI,,,,,72° 39.008' W,6° 49.414' N,"Suspendido la Consecion de Aguas el 11 de Agosto de 2010, Programa Servicios Complementarios 2013 - Informe Final.",NO
646,68,SANTANDER,"68,207",CONCEPCIÓN,CONCEPCIÓN,BOMBONA,BOMBONA - PALACE,ASOSARILBOPAL,643,Pequeña,Riego,SI,110,110,93,"Fríjol, Hortalizas, Maíz, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Manaria,Rio Chicamocha,CAS,NO,,,,,72° 40.427' W,6° 45.605' N,,NO
647,68,SANTANDER,"68,207",CONCEPCIÓN,CONCEPCIÓN,JUNIN,JUNIN,ASURIJUNIN,641,Pequeña,Riego,SI,89,89,90,"Cebada, Trigo, Papa, Maíz, Fríjol, Pastos, Durazno, Curuba, Frutales",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Jaimito,Rio Chicamocha,CAS,SI,,,,,72° 41.022' W,6° 44.018' N,Programa Servicios Complementarios 2013 - Informe Final.,NO
648,68,SANTANDER,"68,211",CONTRATACIÓN,CONTRATACIÓN,JOSÉ ANTONIO GALÁN,JOSÉ ANTONIO GALÁN,ASURIGACION,656,Pequeña,Riego,SI,68,68,46,"Cítricos, Fríjol, Maíz",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada La Balconera,Rio Suarez,CAS,NO,,,,,73° 26.745' W,6° 15.733' N,,NO
649,68,SANTANDER,"68,522",EL PALMAR,EL PALMAR,OROCO CENTRO,LA CEIBA - LA SABANA,ASUROPAL,675,Pequeña,Riego,SI,55,55,26,"Cítrico, Ahuyama, Maracuyá, Millo, Papaya, Pastos",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Quebrada La Chirigua,,CAS,SI,,,,,SIN INFORMACIÓN,SIN INFORMACIÓN,,NO
650,68,SANTANDER,"68,266",ENCISO,ENCISO,AGUA SUCIA Y QUEBRADA DE VERA,AGUA SUCIA,ASO AGUA SUCIA,"1,282",Pequeña,Riego,NO,38,38,33,"Fríjol, Maíz, Tabaco",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Quebrada Sonadora,Rio Chicamocha,CAS,NO,,,,,72° 40.657' W,6° 38.850' N,Personeria Juridica en Tramite.,NO
651,68,SANTANDER,"68,266",ENCISO,ENCISO,COCHAGA,COCHAGA ROBLES,ASURICOCHAGA,"1,169",Pequeña,Riego,SI,42,42,42,"Maíz, Frijol, Curuba, Tomate de Árbol, Mora, Uchuva, Pastos, Ajo, Hortalizas, Papa, Frutales, Ganadería",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Barrueto,Rio Chicamocha,CAS,SI,,,,,72° 41.402' W,6° 38.027' N,"La concesion de aguas tiene vigencia hasta marzo de 2014. La personeria juridica se encuentra en tramite ante el INCODER (Estudio de Documentos), Programa Servicios Complementarios 2013 - Informe Final.",NO
652,68,SANTANDER,"68,266",ENCISO,ENCISO,"LOMA DEL NEGRO, PUERTAS MAYORÍA, AGUABLANCA, NARANJAL, SANTA ROSA","ENCISO
AGUA BLANCA-SUCIA",ASURIENCISO,654,Pequeña,Riego,SI,52,52,98,"Tabaco, Maíz, Frijol, Pastos, Frutales, Hortalizas, Ganadería",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada La Sonadora,Rio Chicamocha,CAS,SI,,,,,72° 43.039' W,6° 37.032' N,La Junta Directiva esta en tramite en el INCODER para ser viabilizada; Programa Servicios Complementarios 2013 - Informe Final.,NO
653,68,SANTANDER,"68,266",ENCISO,ENCISO,,PLAN DE LLANO,ASURIPLAN,666,Pequeña,Riego,SI,86,86,43,"Fríjol, Maíz, Tabaco, Frutales, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Servita,Rio Chicamocha,CAS,NO,,,,,72° 39.944' W,6° 39.657' N,,NO
654,68,SANTANDER,"68,296",GALÁN,GALÁN,"LA AGUADA, EL CUCHARO",AGUADA - EL CUCHARO,ASURIAGUADA,"1,114",Pequeña,Riego,SI,100,100,31,"Pastos, Maíz, Millo, Frútales, Moringa, Ganadería",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Quebrada La Vigueche,Rio Suarez,CAS,SI,,,,,73° 19.503' W,6° 39.808' N,Personeria juridica en tramite ante el INCODER; Programa Servicios Complementarios 2013 - Informe Final.,NO
655,68,SANTANDER,"68,296",GALÁN,GALÁN,PEÑA GRANDE,PEÑA GRANDE,ASURIPEGA,664,Pequeña,Riego,SI,76,76,38,"Maíz, Cítricos, Ahuyama, Cacao, Pastos, Tomate, Tabaco, Maracuyá, Papaya, Tomate",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada La Chirigua,Rio Suarez,CAS,SI,,,,,73° 20.538' W,6° 40.517' N,Programa Servicios Complementarios 2013 - Informe Final.,NO
656,68,SANTANDER,"68,307",GIRÓN,GIRÓN,LLANO GRANDE,LLANO GRANDE,ASURILLANOGRANDE,660,Pequeña,Riego,SI,65,65,25,"Maíz, Maracuyá, Tabaco, Cítricos, Ají, Lechosa",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río de Oro,Rio Sogamoso,CDMB,NO,,,,,73° 29.676' W,7° 9.953' N,,NO
657,68,SANTANDER,"68,318",GUACA,GUACA,"CÁMARAS, AMARILLAS",CÁMARAS - AMARILLAS,ASURDINCA,648,Pequeña,Riego,SI,81,81,73,"Fríjol, Maíz, Papa, Cebolla, Pastos, Alverja, Tomate de Árbol, Lulo",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Bebedero,Rio Chicamocha,CAS,SI,,,,,72° 50.211' W,6° 55.438' N,Programa Servicios Complementarios 2014.,NO
658,68,SANTANDER,"68,318",GUACA,GUACA,ORTIGAL Y VARIA,ORTIGAL Y VARIA,ASORTIVARIA,642,Pequeña,Riego,SI,70,70,71,"Papa, Maíz, Frijol, Pastos, Ganadería",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Velandia,Rio Chicamocha,CAS,SI,,,,,72° 48.442' W,6° 54.298' N,"Programa Servicios Complementarios 2013 - Informe Final; Infraestructura de conduccion afectada por sedimentacion y falta de mantenimiento. 1-Deforestacion de areas aledanas a la bocatoma y franja de proteccion. 2-Contaminacion de canos y quebradas por aguas residuales y sustancias quimicas, provenientes de agroquimicos utilizados en las labores de cultivo. 3-Elebado consumo de lena producto de la deforestacion, para coccion de alimentos. 4-La poca o nula rotacion de cultivos genera perdida de superficie y degradacion del medio ambiente.",NO
659,68,SANTANDER,"68,385",LANDAZURI,LANDAZURI,KILOMETRO EL QUINCE,KILOMETRO QUINCE,ASURIQUINCE,668,Pequeña,Riego,NO,50,50,25,"Aguacate, Cacao, Cítricos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada El Morrocoy,Rio Carare (Minero),CAS,NO,,,,,74° 8.855' W,5° 54.549' N,,NO
660,68,SANTANDER,"68,425",MACARAVITA,MACARAVITA,"HUERTAS, JUNCAL",HUERTAS,ASORIHUERTAS,640,Pequeña,Riego,SI,70,70,83,"Caña, Maíz, Fríjol, Tabaco, Pastos, Yuca, Frutales, Tomate",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Humaleta o Honda,Rio Chicamocha,CAS,SI,,,,,72° 35.256' W,6° 28.158' N,Programa Servicios Complementarios 2014.,NO
661,68,SANTANDER,"68,425",MACARAVITA,MACARAVITA,ILARGUTA,ILARGUTA,ASURITA,673,Pequeña,Riego,SI,115,115,94,"Fríjol, Maíz, Tabaco, Pastos, Trigo",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada El Ramal,Rio Chicamocha,CAS,NO,,,,,72° 37.393' W,6° 27.075' N,,NO
662,68,SANTANDER,"68,425",MACARAVITA,MACARAVITA,PALMAR Y RASGÓN,RASGÓN,ASURIRASGON,669,Pequeña,Riego,SI,89,89,90,"Maíz, Frijol, Tabaco, Caña, Trigo, Frutales, Pastos, Arveja",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada El Palmar,Rio Chicamocha,CAS,SI,,,,,72° 34.477' W,6° 30.834' N,Programa Servicios Complementarios 2013.,NO
663,68,SANTANDER,"68,432",MALAGA,MALAGA,EL BARZAL,ORTIGAL Y VARIA,ASURIBARZAL,650,Pequeña,Riego,SI,70,70,32,"Fríjol, Maíz, Tabaco",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Quebrada Tresquebradas, Nacimientos, Siete lavaderos y pozo ancho 1 y 2",Rio Chicamocha,CAS,SI,,,,,72° 46.932' W,6° 41.220' N,,NO
664,68,SANTANDER,"68,432",MALAGA,MALAGA,EL GUASIMO,GUASIMO,ASURIGUAMAL,658,Pequeña,Riego,SI,24,24,25,"Maíz, Frijol, Pastos, Tabaco, Pancoger, Frutales, Plátano, Café",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Los Higerones,Rio Chicamocha,CAS,SI,,,,,72° 46.609' W,6° 43.262' N,"Tramite de Personeria Juridica ante el INCODER, Programa Servicios Complementarios 2013 - Informe Final.",NO
665,68,SANTANDER,"68,444",MATANZA,MATANZA,BULCARE - BULCARE,BULCARE - BULCARE,ASURIBULCARE,636,Pequeña,Riego,SI,56,56,43,"Pastos, Maíz, Arveja, Apio, Cebolla Cabezona, Frijol, Tomate, Mora, Habichuela",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Chumbula,Rio Lebrija y otros directos al Magdalena,CDMB,SI,,,,,73° 2.590' W,7° 25.887' N,Programa Servicios Complementarios 2013 - Informe Final.,NO
666,68,SANTANDER,"68,468",MOLAGAVITA,MOLAGAVITA,CENTRO JAIMES Y OTRAS,CENTRO - JAIMES,ASURICENTRO,"1,283",Pequeña,Riego,NO,84,84,35,"Caña, Maíz, Fríjol, Pastos",Público,ADR,Legalizado,Públicos,ADR,Río Negro,Rio Chicamocha,CAS,NO,,,,,72° 48.172' W,6° 39.794' N,"Estatutos actualizados. NO SE CONSTRUYO, NO HAY NADA, No esta en operacion. Se construyo parte de la infraestructura y opero en algun momento. Actualmente se utiliza para Acueducto. Segun datos recopilados la vida util fue muy corta. Actualmente No se encuentra en operacion, Ni en funcionamiento.",SI
667,68,SANTANDER,"68,549",PINCHOTE,PINCHOTE,"LA GRANJA, CONGUAL, CAPELLANÍA",CUCHARO - PINCHOTE,ASURIPINCHOTE,665,Pequeña,Riego,NO,100,100,83,"Frutales ,Cítricos, Mango,, Pastos, Tomate Tabaco, Piscicultura, Maíz",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Quebrada Pinchote, Río Fonce",Rio Fonce,CAS,SI,,,,,73° 11.521' W,6° 28.924' N,Personeria juridica en tramite ante el INCODER; Programa Servicios Complementarios 2013 - Informe Final.,NO
668,68,SANTANDER,"68,655",SABANA DE TORRES,SABANA DE TORRES,"LA RETIRADA, BOCA DE LA TIGRA, PUERTO LIMÓN, VILLA EVA, SAN PEDRO, EL CARIBE, ROBLEDO, IRLANDA",LEBRIJA,ASOLEBRIJA,639,Gran,Riego y Drenaje,SI,"10,000","9,060",250,"Palma de Aceite, Pastos, Arroz, Sorgo, Maíz, Yuca",Público,ADR,Legalizado,Públicos,ADR delegada,Río Lebrija,Rio Lebrija y otros directos al Magdalena,CAS,SI,,,,,73° 32.550' W,7° 29.382' N,"El distrito esta administrado por la asociacion de usuarios. No esta funcionando como sistema de riego, Programa Servicios Complementarios 2013; Programa de Mantenimiento y Conservacion, Programa de Servicios Complementarios.",SI
669,68,SANTANDER,"68,669",SAN ANDRÉS,SAN ANDRÉS,CENTRO Y OTRAS,CENTRO,ASURISANANDRES,671,Pequeña,Riego,SI,64,64,71,"Café, Fríjol, Maíz, Caña, Pastos, Limón",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Río Negro, Río Listara",Rio Chicamocha,CAS,SI,,,,,72° 53.335' W,6° 41.508' N,Programa Servicios Complementarios 2014.,NO
670,68,SANTANDER,"68,669",SAN ANDRÉS,SAN ANDRÉS,"HATO DE LOS CABALLEROS, TANQUERA",HATO DE LOS CABALLEROS,ASURIHATO,659,Pequeña,Riego,SI,183,183,183,,Privado,Asociación,Propio,Otros,Asociación de Usuarios,Río Listara,Rio Chicamocha,CAS,SI,,,,,72° 49.129' W,6° 47.240' N,,NO
671,68,SANTANDER,"68,684",SAN JOSÉ DE MIRANDA,SAN JOSÉ DE MIRANDA,"BARZAL, GUASIMO, TIERRA BLANCA, CARBONERA Y OTROS,",POPAGA SALADO BRAVO,AURGUSA,676,Pequeña,Riego,SI,182,182,160,"Fríjol, Maíz, Tabaco",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Río Servita,Rio Chicamocha,CAS,SI,,,,,72° 45.856' W,6° 36.178' N,Falta copia de la Personeria Juridica de 1996; Programa Servicios Complementarios 2014.,NO
672,68,SANTANDER,"68,686",SAN MIGUEL,SAN MIGUEL,"ZARAGOZA, CENACUTA",ZARAGOZA,ASURIZAC,674,Pequeña,Riego,SI,55,55,55,"Pastos, Frijol, Maíz, Tabaco, Café",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Colorada,Rio Chicamocha,CAS,SI,,,,,72° 38.648' W,6° 32.617' N,Programa Servicios Complementarios 2013 - Informe Final. No Continuar con el Programa.,NO
673,68,SANTANDER,"68,745",SIMACOTA,SIMACOTA,SAN PEDRO,SAN PEDRO,ASURISAMPESI,672,Pequeña,Riego,NO,46,46,46,"Caña, Maíz, Yuca, Tabaco, Fríjol, Frutales",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Cinco Mil,Rio Opon,CAS,NO,,,,,73° 54.141' W,6° 52.899' N,,NO
674,68,SANTANDER,"68,780",SURATA,SURATA,EL PALCHAL,PALCHAL,ASOCOAIPAL,637,Pequeña,Riego,NO,67,67,37,"Curuba, Fríjol, Maíz, Café, Fríjol, Caña",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada El Pachal,Rio Lebrija y otros directos al Magdalena,CDMB,NO,,,,,73° 1.531' W,7° 31.514' N,"El mal manejo del sistema de riego ha alterado el medio ambiente, Desproteccion de microcuencas, tala de arboles y contaminacion por vertimientos de aguas negras. Falta de rotacion de3 cultivos. Falta de implementacion de buenas practicas0 agricola y ganadera.",NO
675,68,SANTANDER,"68,895",ZAPATOCA,ZAPATOCA,LA FUENTE,LA FUENTE,ASURIFUENTE,655,Pequeña,Riego,SI,94,94,47,"Tabaco, Maíz, Pastos, Frutales",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Quebrada Pao,Rio Sogamoso,CAS,NO,,,,,73° 15.856' W,6° 47.969' N,,NO
676,70,SUCRE,"70,204",COLOSÓ,COLOSÓ,PARAÍSO,PARAÍSO,ASOPICOL,"1,284",Pequeña,Riego,NO,13,13,28,"Plátano, Yuca, Ñame, Cítricos, Maderables, Papaya, Tabaco, Cacao",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Lago Paraíso,Directos Caribe Golfo de Morrosquillo,CARSUCRE,NO,,,,,75° 21.640' W,9° 31.650' N,Actualizacion D.T. 2013; Programa Servicios Complementarios 2013. Sin infraestructura de bombeo.,NO
677,70,SUCRE,"70,215",COROZAL,COROZAL,LAS LLANADAS,LAS LLANADAS,ASOLLANADAS,694,Pequeña,Riego,NO,3,3,3,"Yuca, Maíz, Ñame, Arroz, Berenjena, Ají, Frutales, Hortalizas",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,,Bajo San Jorge - La Mojana,CARSUCRE,NO,,,,,75° 11.022' W,9° 9.562' N,Actualizacion D.T. 2013; Programa Servicios Complementarios 2013. No existe asociacion .,NO
678,70,SUCRE,"70,418",LOS PALMITOS,LOS PALMITOS,LOS PALMITOS,CAÑITO,ASOCIACIÓN LOS PALMITOS,"1,285",Pequeña,Riego,NO,150,150,30,"Maíz, Tabaco, Yuca, Patilla, Ñame, Algodón",Privado,Asociación,Propio,Otros,Asociación de Usuarios,Lago Palmito,Bajo San Jorge - La Mojana,CARSUCRE,NO,,,,,75° 12.214' W,9° 25.451' N,Actualizacion D.T. 2013; Programa Servicios Complementarios 2013.,NO
679,70,SUCRE,"70,473",MORROA,MORROA,LA FLORESTA,LA FLORESTA,ASOLAFLORESTA,689,Pequeña,Riego,NO,0,0,16,"Yuca, Maíz, Ñame, Papaya, Plátano, Hortalizas, Pastos",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Lago La Floresta,Bajo San Jorge - La Mojana,CARSUCRE,NO,,,,,75° 17.974' W,9° 18.973' N,Actualizacion D.T. 2013; Programa Servicios Complementarios 2013.,NO
680,70,SUCRE,"70,473",MORROA,MORROA,MARACAY,MARACAY,ASOMARACAY,695,Pequeña,Riego,NO,19,19,12,"Yuca, Maíz, Ñame, Berenjena, Ají, Frijol, Papaya, Plátano",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,"Arroyo Pajonal
Lago Maracay",Bajo San Jorge - La Mojana,CARSUCRE,SI,,,,,75° 16.530' W,9° 22.983' N,Actualizacion D.T. 2013; Programa Servicios Complementarios 2013. Sin infraestructura de bombeo.,NO
681,70,SUCRE,"70,473",MORROA,MORROA,,VELA LA MESA,ASOVELALAMESA,"1,286",Pequeña,Riego,NO,20,20,20,"Pastos, Yuca, Ñame",Público,ADR,Legalizado,Públicos,ADR,Arroyo de La Vela,Directos Caribe Golfo de Morrosquillo,CARSUCRE,NO,,,,,75° 19.862' W,9° 22.580' N,"Mayo-2018: La ADR realizó visita verificnado que el distrito no esta operando y por consiguiente no esta cumpliendo con sus funciones, el Distrito ingresa el proceso para darlo de baja. 
Actualizacion D.T. 2013. NO HAY DISTRITO, No tiene en los registros Construido antes de la ley 41, Segun informes de dos visitas tecnicas de la DTAD, los usuarios no tiene interes en la rehabilitacion del distrito.",SI
682,70,SUCRE,"70,508",OVEJAS,OVEJAS,NUEVO RUMBO,CANUTAL,ASOCANUTAL,"1,287",Pequeña,Riego,NO,4,4,1,"Arroz, Maíz, Yuca",Privado,Asociación,Propio,Otros,Asociación de Usuarios,,Bajo San Jorge - La Mojana,CARSUCRE,NO,,,,,75° 10.651' W,9° 30.699' N,,NO
683,70,SUCRE,"70,508",OVEJAS,OVEJAS,EL FLECHAL,EL FLECHAL,ASOFLECHAL,688,Pequeña,Riego,NO,12,12,25,"Yuca, Maíz, Ñame, Algodón, Hortalizas, Maracuyá, Tabaco",Privado,Asociación,Entregado,Públicos,Asociación de Usuarios,Lago Flechal,Bajo San Jorge - La Mojana,CARSUCRE,NO,,,,,75° 8.384' W,9° 28.510' N,Actualizacion D.T. 2013; Programa Servicios Complementarios 2013. Sin infraestructura de bombeo.,NO
